id,product_code,url,hi
1,https://www.reebonz.co.kr/events/28635/products/10449623/section/w-event_group-pl-1/20
28,https://www.reebonz.co.kr/events/28635/products/10247392/section/w-event_group-pl-1/41
7,https://www.reebonz.co.kr/events/28635/products/10292185/section/w-event_group-pl-1/40
41,https://www.reebonz.co.kr/events/28635/products/10421601/section/w-event_group-pl-1/31
55,https://www.reebonz.co.kr/events/28635/products/10398943/section/w-event_group-pl-1/20
54,https://www.reebonz.co.kr/events/28635/products/10248877/section/w-event_group-pl-1/46
57,https://www.reebonz.co.kr/events/28635/products/10340084/section/w-event_group-pl-1/20
63,https://www.reebonz.co.kr/events/28635/products/10164000/section/w-event_group-pl-1/2
50,https://www.reebonz.co.kr/events/28635/products/10240280/section/w-event_group-pl-1/52
78,https://www.reebonz.co.kr/events/28635/products/10381695/section/w-event_group-pl-1/7
148,https://www.reebonz.co.kr/events/28635/products/10256941/section/w-event_group-pl-1/33
144,https://www.reebonz.co.kr/events/28635/products/10160082/section/w-event_group-pl-2/14
186,https://www.reebonz.co.kr/events/28635/products/10106753/section/w-event_group-pl-3/22#tabs-2
200,https://www.reebonz.co.kr/events/28635/products/10087380/section/w-event_group-pl-1/1
223,https://www.reebonz.co.kr/events/28635/products/10093639/section/w-event_group-pl-1/8
230,https://www.reebonz.co.kr/events/28635/products/9977975/section/w-event_group-pl-1/13
233,https://www.reebonz.co.kr/events/28635/products/9949623/section/w-event_group-pl-1/7
245,https://www.reebonz.co.kr/events/28635/products/10034468/section/w-event_group-pl-2/7
253,https://www.reebonz.co.kr/events/28635/products/10039031/section/w-event_group-pl-1/26
258,https://www.reebonz.co.kr/events/28635/products/9854638/section/w-event_group-pl-1/13
285,https://www.reebonz.co.kr/events/28635/products/9804219/section/w-event_group-pl-1/22
309,https://www.reebonz.co.kr/events/28635/products/9784631/section/w-event_group-pl-3/22
329,https://www.reebonz.co.kr/events/28635/products/9727214/section/w-event_group-pl-1/2
341,https://www.reebonz.co.kr/events/28635/products/9693790/section/w-event_group-pl-2/2
346,https://www.reebonz.co.kr/events/28635/products/9652824/section/w-event_group-pl-1/2
345,https://www.reebonz.co.kr/events/28635/products/9653069/section/w-event_group-pl-1/4
359,https://www.reebonz.co.kr/events/28635/products/9591848/section/w-event_group-pl-1/16
365,https://www.reebonz.co.kr/events/28635/products/9542828/section/w-event_group-pl-1/13
370,https://www.reebonz.co.kr/events/28635/products/9530849/section/w-event_group-pl-1/7
396,https://www.reebonz.co.kr/products/9504608
401,https://www.reebonz.co.kr/events/28635/products/9419241/section/w-event_group-pl-1/5
410,https://www.reebonz.co.kr/events/28635/products/9333557/section/w-event_group-pl-1/11
431,https://www.reebonz.co.kr/events/28635/products/9295936/section/w-event_group-pl-2/2
573,https://www.reebonz.co.kr/products/7132544/section/w-pmi_brand-direct_buy-1/6
584,https://www.reebonz.co.kr/products/2336639/section/w-pmi_brand-direct_buy-1/64
